,stock,entry_time,entry_price,exit_time,exit_price,pnl
2019-01-04,267,2019-01-04,12.1,2019-04-08,12.16,0.004958677685950454
2019-01-07,19,2019-01-07,82.55,2019-01-16,88.4,0.07086614173228357
2019-01-07,2007,2019-01-07,9.3,2019-01-18,9.72,0.045161290322580636
2019-01-07,1113,2019-01-07,60.5,2019-01-11,64.65,0.06859504132231414
2019-01-07,6,2019-01-07,55.0,2019-02-26,54.0,-0.01818181818181818
2019-01-07,1,2019-01-07,76.8,2019-01-11,78.0,0.015625000000000038
2019-01-07,1038,2019-01-07,60.0,2019-05-16,63.25,0.05416666666666667
2019-01-08,2319,2019-01-08,23.0,2019-01-18,25.8,0.12173913043478264
2019-01-10,11,2019-01-10,173.0,2019-02-18,184.5,0.06647398843930635
2019-01-14,688,2019-01-14,27.5,2019-01-18,27.25,-0.00909090909090909
2019-01-16,762,2019-01-16,8.69,2019-01-28,9.07,0.04372842347525901
2019-01-16,2313,2019-01-16,90.0,2019-01-23,90.0,0.0
2019-01-21,27,2019-01-21,49.4,2019-01-29,51.0,0.032388663967611364
2019-01-22,1113,2019-01-22,62.75,2019-03-22,67.85,0.08127490039840628
2019-01-28,669,2019-01-28,44.5,2019-02-15,47.65,0.07078651685393256
2019-01-30,5,2019-01-30,66.45,2019-02-18,67.05,0.00902934537246041
2019-01-31,2319,2019-01-31,24.95,2019-02-18,25.5,0.022044088176352734
2019-01-31,2,2019-01-31,91.85,2019-02-26,93.4,0.016875340228633767
2019-02-01,66,2019-02-01,43.8,2019-03-18,47.15,0.07648401826484022
2019-02-04,1,2019-02-04,78.6,2019-02-13,78.8,0.00254452926208655
2019-02-11,83,2019-02-11,14.2,2019-02-15,14.64,0.030985915492957837
2019-02-19,1,2019-02-19,81.6,2019-03-26,83.0,0.01715686274509811
2019-02-19,1398,2019-02-19,5.94,2019-02-27,6.13,0.0319865319865319
2019-02-19,2018,2019-02-19,53.1,2019-02-26,53.0,-0.0018832391713747914
2019-02-19,2313,2019-02-19,98.2,2019-02-26,99.55,0.013747454175152692
2019-02-19,883,2019-02-19,13.6,2019-03-19,14.0,0.02941176470588238
2019-02-19,1109,2019-02-19,29.65,2019-02-26,30.05,0.01349072512647562
2019-02-19,669,2019-02-19,49.05,2019-02-28,50.1,0.021406727828746266
2019-02-19,27,2019-02-19,53.2,2019-02-27,56.3,0.058270676691729216
2019-02-19,939,2019-02-19,6.94,2019-02-27,7.13,0.027377521613832778
2019-02-19,1928,2019-02-19,37.3,2019-02-25,39.0,0.04557640750670249
2019-02-19,3988,2019-02-19,3.57,2019-02-27,3.74,0.04761904761904773
2019-02-27,941,2019-02-27,83.55,2019-08-23,66.6,-0.20287253141831244
2019-02-28,2,2019-02-28,93.2,2019-05-16,87.1,-0.06545064377682412
2019-03-04,2319,2019-03-04,25.0,2019-03-08,25.0,0.0
2019-03-04,288,2019-03-04,7.23,2019-03-14,7.6,0.0511756569847855
2019-03-04,2018,2019-03-04,47.5,2019-03-27,46.8,-0.014736842105263218
2019-03-06,388,2019-03-06,276.4,2019-05-07,268.0,-0.030390738060781398
2019-03-12,3988,2019-03-12,3.65,2019-04-24,3.8,0.04109589041095888
2019-03-13,762,2019-03-13,9.65,2019-03-22,10.56,0.09430051813471503
2019-03-13,1109,2019-03-13,31.45,2019-03-20,33.4,0.06200317965023845
2019-03-14,1398,2019-03-14,5.98,2019-12-27,5.96,-0.0033444816053512477
2019-03-15,688,2019-03-15,28.05,2019-03-21,29.9,0.06595365418894823
2019-03-18,3328,2019-03-18,6.73,2019-04-12,6.6,-0.01931649331352166
2019-03-19,2319,2019-03-19,26.35,2019-04-03,29.0,0.10056925996204928
2019-03-19,857,2019-03-19,5.29,2019-03-25,5.15,-0.026465028355387464
2019-03-22,939,2019-03-22,6.95,2019-04-18,7.14,0.027338129496402807
2019-03-27,151,2019-03-27,6.36,2019-04-08,6.68,0.05031446540880494
2019-03-27,2313,2019-03-27,103.0,2019-05-07,104.2,0.011650485436893232
2019-03-27,883,2019-03-27,14.08,2019-04-03,14.68,0.04261363636363634
2019-03-28,1928,2019-03-28,38.3,2019-04-09,42.6,0.11227154046997401
2019-03-28,1109,2019-03-28,33.25,2019-04-08,35.8,0.07669172932330819
2019-03-28,2007,2019-03-28,12.16,2019-04-12,12.98,0.06743421052631582
2019-03-28,857,2019-03-28,5.08,2019-04-25,5.07,-0.001968503937007832
2019-03-28,83,2019-03-28,14.74,2019-04-03,15.12,0.025780189959294368
2019-03-28,700,2019-03-28,353.0,2019-04-08,380.0,0.0764872521246459
2019-03-28,27,2019-03-28,52.3,2019-04-09,59.8,0.14340344168260039
2019-04-01,6,2019-04-01,54.75,2019-05-16,55.9,0.021004566210045636
2019-04-01,688,2019-04-01,30.25,2019-04-03,30.55,0.00991735537190085
2019-04-02,5,2019-04-02,65.05,2019-04-12,66.6,0.023827824750192118
2019-04-03,1088,2019-04-03,17.74,2019-06-26,17.16,-0.03269447576099201
2019-04-08,762,2019-04-08,10.5,2019-08-23,7.9,-0.24761904761904757
2019-04-17,267,2019-04-17,11.9,2019-10-15,10.14,-0.14789915966386552
2019-04-18,83,2019-04-18,14.08,2019-07-05,13.44,-0.0454545454545455
2019-04-25,688,2019-04-25,28.9,2019-05-02,29.0,0.003460207612456797
2019-04-26,27,2019-04-26,58.3,2019-06-13,48.55,-0.1672384219554031
2019-04-30,939,2019-04-30,6.96,2019-09-17,6.09,-0.12500000000000003
2019-05-03,2382,2019-05-03,96.05,2019-07-04,86.3,-0.1015096304008329
2019-05-06,175,2019-05-06,14.9,2019-07-29,12.48,-0.16241610738255033
2019-05-06,3328,2019-05-06,6.6,2019-10-21,5.25,-0.2045454545454545
2019-05-06,16,2019-05-06,134.0,2019-09-06,115.9,-0.1350746268656716
2019-05-08,151,2019-05-08,6.23,2019-07-02,6.36,0.02086677367576242
2019-05-08,1997,2019-05-08,58.8,2019-09-06,45.15,-0.23214285714285712
2019-05-08,883,2019-05-08,13.7,2019-06-13,12.36,-0.09781021897810219
2019-05-09,17,2019-05-09,12.8,2019-08-27,9.85,-0.23046875000000008
2019-05-10,1928,2019-05-10,40.75,2019-06-13,36.05,-0.1153374233128835
2019-05-10,2018,2019-05-10,46.75,2019-07-05,46.05,-0.014973262032085622
2019-05-14,388,2019-05-14,245.0,2019-09-06,251.8,0.02775510204081637
2019-05-14,1113,2019-05-14,61.4,2019-07-30,61.2,-0.003257328990227944
2019-05-14,688,2019-05-14,28.3,2019-06-12,28.0,-0.010600706713780944
2019-05-14,2388,2019-05-14,32.35,2019-09-06,27.1,-0.16228748068006182
2019-05-14,1177,2019-05-14,7.04,2019-05-20,7.96,0.13068181818181818
2019-05-14,700,2019-05-14,369.0,2019-11-11,327.0,-0.11382113821138211
2019-05-14,823,2019-05-14,94.35,2019-05-16,95.5,0.012188659247482837
2019-05-14,2313,2019-05-14,97.1,2019-06-26,103.0,0.060762100926879566
2019-05-14,1093,2019-05-14,13.36,2019-07-18,13.3,-0.004491017964071761
2019-05-14,1044,2019-05-14,66.8,2019-07-29,59.55,-0.10853293413173654
2019-05-15,3,2019-05-15,19.02,2019-05-28,19.56,0.028391167192428977
2019-05-16,1299,2019-05-16,78.0,2019-05-30,77.5,-0.00641025641025641
2019-05-17,101,2019-05-17,18.28,2019-06-27,18.5,0.012035010940918973
2019-05-17,66,2019-05-17,47.6,2019-05-22,48.5,0.018907563025210055
2019-05-20,669,2019-05-20,51.15,2019-06-21,58.7,0.14760508308895415
2019-05-20,2628,2019-05-20,18.7,2019-09-10,19.2,0.026737967914438502
2019-05-20,11,2019-05-20,202.2,2019-06-13,196.0,-0.030662710187932686
2019-05-20,19,2019-05-20,94.55,2019-06-13,94.95,0.0042305658381809165
2019-05-21,3988,2019-05-21,3.5,2019-10-16,3.15,-0.10000000000000002
2019-05-24,288,2019-05-24,7.35,2019-10-16,7.61,0.03537414965986404
2019-05-24,6,2019-05-24,54.25,2019-06-14,55.8,0.02857142857142852
2019-05-27,1038,2019-05-27,60.5,2019-06-11,64.0,0.05785123966942149
2019-05-28,66,2019-05-28,47.5,2019-07-02,52.5,0.10526315789473684
2019-05-28,1177,2019-05-28,7.9,2019-05-30,7.9,0.0
2019-05-28,2318,2019-05-28,85.0,2019-06-26,92.65,0.09000000000000007
2019-05-30,3,2019-05-30,17.54,2019-08-22,16.1,-0.08209806157354606
2019-06-11,1299,2019-06-11,77.0,2019-07-05,86.05,0.1175324675324675
2019-06-11,2,2019-06-11,90.6,2019-06-24,86.55,-0.04470198675496686
2019-06-11,5,2019-06-11,65.2,2019-06-24,64.3,-0.013803680981595179
2019-06-11,1177,2019-06-11,7.16,2019-06-24,7.62,0.06424581005586591
2019-06-13,1,2019-06-13,76.2,2019-10-21,72.75,-0.04527559055118114
2019-06-20,1109,2019-06-20,33.6,2019-06-26,34.6,0.02976190476190476
2019-06-26,2007,2019-06-26,11.74,2019-09-06,10.54,-0.10221465076660997
2019-06-28,19,2019-06-28,96.0,2019-12-02,70.65,-0.2640624999999999
2019-07-03,1038,2019-07-03,64.4,2019-10-24,55.0,-0.14596273291925474
2019-07-04,823,2019-07-04,98.25,2019-08-23,93.0,-0.05343511450381679
2019-07-22,883,2019-07-22,13.2,2019-09-19,12.66,-0.040909090909090846
2019-07-22,1088,2019-07-22,16.44,2019-08-20,15.4,-0.06326034063260345
2019-07-24,5,2019-07-24,65.1,2019-10-22,61.4,-0.05683563748079871
2019-07-24,83,2019-07-24,13.42,2019-09-17,11.88,-0.11475409836065567
2019-07-30,11,2019-07-30,191.0,2019-08-21,171.5,-0.10209424083769633
2019-08-07,66,2019-08-07,49.3,2019-09-06,47.1,-0.044624746450304176
2019-08-08,2319,2019-08-08,30.35,2019-08-21,31.55,0.039538714991762744
2019-08-08,2,2019-08-08,84.9,2019-09-24,81.6,-0.038869257950530166
2019-08-09,175,2019-08-09,11.26,2019-08-27,11.88,0.05506216696269991
2019-08-09,2382,2019-08-09,84.3,2019-08-16,94.8,0.12455516014234876
2019-08-09,669,2019-08-09,55.5,2019-08-21,55.3,-0.003603603603603655
2019-08-12,12,2019-08-12,37.8,2019-08-21,38.6,0.021164021164021277
2019-08-12,1109,2019-08-12,30.9,2019-08-21,31.55,0.021035598705501687
2019-08-12,688,2019-08-12,25.2,2019-08-23,25.1,-0.003968253968253884
2019-08-12,27,2019-08-12,46.85,2019-09-10,53.0,0.13127001067235855
2019-08-16,151,2019-08-16,5.91,2019-08-21,6.3,0.06598984771573599
2019-08-19,6,2019-08-19,54.1,2019-10-21,54.7,0.011090573012939028
2019-08-19,1044,2019-08-19,54.95,2019-10-15,50.55,-0.08007279344858972
2019-08-19,2313,2019-08-19,117.8,2019-08-26,105.8,-0.10186757215619695
2019-08-19,1093,2019-08-19,12.7,2019-08-29,15.56,0.22519685039370088
2019-08-19,1113,2019-08-19,54.4,2019-09-06,56.0,0.02941176470588238
2019-08-20,1928,2019-08-20,37.0,2019-09-06,37.05,0.0013513513513512744
2019-08-23,857,2019-08-23,3.88,2019-09-13,4.16,0.07216494845360831
2019-08-26,3,2019-08-26,15.5,2019-11-06,15.36,-0.009032258064516166
2019-08-28,2313,2019-08-28,105.2,2019-09-10,112.0,0.06463878326996195
2019-08-29,669,2019-08-29,53.2,2019-09-10,56.55,0.06296992481202997
2019-08-30,151,2019-08-30,6.2,2019-09-09,6.23,0.004838709677419395
2019-09-04,101,2019-09-04,17.74,2019-09-06,18.7,0.054114994363021474
2019-09-05,1109,2019-09-05,33.1,2019-10-15,35.6,0.0755287009063444
2019-09-05,823,2019-09-05,91.5,2019-10-21,83.7,-0.08524590163934423
2019-09-06,2018,2019-09-06,40.0,2019-09-23,46.3,0.15749999999999992
2019-09-13,2319,2019-09-13,30.9,2019-12-02,30.45,-0.014563106796116483
2019-09-13,2313,2019-09-13,110.5,2019-09-17,109.6,-0.008144796380090549
2019-09-19,388,2019-09-19,234.6,2019-12-17,250.8,0.06905370843989778
2019-09-20,2313,2019-09-20,103.0,2019-10-21,107.0,0.038834951456310676
2019-09-25,669,2019-09-25,53.2,2019-10-02,54.0,0.015037593984962351
2019-09-27,151,2019-09-27,6.23,2019-10-03,6.14,-0.014446227929374115
2019-10-02,1177,2019-10-02,9.99,2019-11-06,11.94,0.19519519519519513
2019-10-04,101,2019-10-04,17.78,2019-10-16,17.84,0.003374578177727712
2019-10-11,2018,2019-10-11,45.7,2019-10-24,47.3,0.03501094091903707
2019-10-14,16,2019-10-14,114.4,2019-10-21,115.0,0.005244755244755195
2019-10-14,11,2019-10-14,164.5,2019-10-21,163.3,-0.0072948328267476515
2019-10-14,1299,2019-10-14,74.7,2019-10-31,76.9,0.02945113788487286
2019-10-14,2,2019-10-14,80.5,2019-11-01,81.1,0.007453416149068253
2019-10-14,669,2019-10-14,56.3,2019-10-18,59.0,0.04795737122557732
2019-10-15,1093,2019-10-15,16.88,2019-11-04,19.96,0.18246445497630343
2019-10-18,941,2019-10-18,66.35,2020-01-06,64.65,-0.02562170308967579
2019-10-21,1088,2019-10-21,15.52,2019-11-07,15.92,0.025773195876288683
2019-10-23,669,2019-10-23,59.0,2019-10-31,58.0,-0.01694915254237288
2019-10-25,151,2019-10-25,6.29,2019-11-06,6.62,0.052464228934817184
2019-10-25,1109,2019-10-25,33.75,2019-11-27,34.8,0.031111111111111027
2019-10-25,288,2019-10-25,7.65,2019-11-01,8.29,0.08366013071895409
2019-10-29,101,2019-10-29,17.34,2020-01-07,18.24,0.05190311418685113
2019-10-29,6,2019-10-29,55.4,2019-11-27,55.5,0.0018050541516245744
2019-11-01,83,2019-11-01,11.72,2019-11-11,11.96,0.02047781569965872
2019-11-04,688,2019-11-04,25.6,2019-11-11,27.1,0.05859375
2019-11-05,2318,2019-11-05,94.0,2019-12-17,93.8,-0.0021276595744681155
2019-11-13,66,2019-11-13,43.5,2019-11-29,45.0,0.034482758620689655
2019-11-13,688,2019-11-13,26.1,2019-12-05,26.8,0.026819923371647483
2019-11-13,11,2019-11-13,162.5,2020-01-21,166.0,0.021538461538461538
2019-11-13,1299,2019-11-13,79.0,2019-12-17,80.8,0.022784810126582244
2019-11-13,1928,2019-11-13,39.65,2019-12-23,40.0,0.008827238335435092
2019-11-13,939,2019-11-13,6.22,2019-11-22,6.3,0.012861736334405157
2019-11-13,27,2019-11-13,52.9,2019-12-19,57.9,0.0945179584120983
2019-11-18,1044,2019-11-18,50.0,2019-12-23,56.7,0.13400000000000006
2019-11-19,12,2019-11-19,37.75,2019-11-22,37.8,0.001324503311258203
2019-11-19,175,2019-11-19,15.34,2020-01-02,15.28,-0.003911342894393774
2019-11-19,762,2019-11-19,7.18,2020-01-22,7.17,-0.0013927576601671012
2019-11-19,2007,2019-11-19,10.82,2019-11-28,11.26,0.04066543438077629
2019-11-19,83,2019-11-19,11.34,2019-11-22,11.7,0.031746031746031696
2019-11-19,1997,2019-11-19,43.0,2019-11-21,43.0,0.0
2019-11-19,700,2019-11-19,333.0,2019-11-22,332.4,-0.0018018018018018701
2019-11-19,151,2019-11-19,6.28,2019-11-21,6.4,0.019108280254777087
2019-11-19,883,2019-11-19,11.82,2020-01-13,13.56,0.1472081218274112
2019-11-20,2382,2019-11-20,128.0,2019-12-11,138.9,0.08515625000000004
2019-11-20,1113,2019-11-20,53.65,2019-11-27,52.85,-0.014911463187325204
2019-11-20,1,2019-11-20,72.7,2019-12-19,74.75,0.028198074277854156
2019-11-20,3988,2019-11-20,3.23,2020-01-02,3.35,0.03715170278637774
2019-11-20,2313,2019-11-20,107.0,2019-11-29,104.0,-0.028037383177570093
2019-11-20,3328,2019-11-20,5.22,2019-11-28,5.27,0.009578544061302648
2019-11-20,3,2019-11-20,15.08,2020-01-17,15.66,0.038461538461538464
2019-11-20,5,2019-11-20,58.8,2019-11-27,59.0,0.0034013605442177355
2019-11-21,1038,2019-11-21,54.2,2019-12-18,56.4,0.04059040590405896
2019-11-21,2388,2019-11-21,26.8,2019-12-17,27.3,0.018656716417910446
2019-11-25,2,2019-11-25,80.6,2019-12-18,82.15,0.019230769230769374
2019-11-25,267,2019-11-25,10.04,2019-11-29,9.98,-0.005976095617529754
2019-11-26,16,2019-11-26,115.0,2019-12-17,118.1,0.026956521739130386
2019-11-26,1088,2019-11-26,15.76,2020-01-02,16.46,0.044416243654822406
2019-11-26,1997,2019-11-26,45.2,2019-12-17,43.3,-0.042035398230088616
2019-11-26,823,2019-11-26,83.5,2020-01-06,81.75,-0.020958083832335328
2019-12-03,1109,2019-12-03,35.05,2019-12-18,37.15,0.05991440798858778
2019-12-04,2313,2019-12-04,105.9,2019-12-11,103.7,-0.020774315391879156
2019-12-04,6,2019-12-04,55.4,2019-12-10,55.05,-0.006317689530685946
2019-12-06,19,2019-12-06,70.95,2019-12-17,71.8,0.011980267794221202
2019-12-09,66,2019-12-09,44.25,2019-12-17,45.95,0.03841807909604526
2019-12-09,700,2019-12-09,335.0,2019-12-17,368.2,0.09910447761194026
2019-12-10,1177,2019-12-10,10.2,2019-12-31,10.88,0.06666666666666682
2019-12-10,669,2019-12-10,60.05,2019-12-17,62.75,0.044962531223980064
2019-12-13,1113,2019-12-13,53.1,2019-12-17,53.8,0.013182674199623271
2019-12-13,267,2019-12-13,10.5,2019-12-17,10.18,-0.030476190476190504
2019-12-16,3328,2019-12-16,5.37,2019-12-23,5.48,0.020484171322160207
2019-12-16,939,2019-12-16,6.45,2019-12-23,6.66,0.032558139534883714
2019-12-16,857,2019-12-16,3.78,2020-01-08,4.21,0.1137566137566138
2019-12-18,2007,2019-12-18,12.18,2020-01-02,12.7,0.04269293924466335
2019-12-20,1093,2019-12-20,18.26,2020-01-24,18.9,0.03504928806133609
2020-01-03,288,2020-01-03,8.27,2020-01-13,8.83,0.067714631197098
2020-01-03,2,2020-01-03,82.65,2020-01-16,82.8,0.0018148820326677733
2020-01-09,2382,2020-01-09,135.0,2020-01-15,142.0,0.05185185185185185
2020-01-10,3988,2020-01-10,3.28,2020-01-22,3.24,-0.012195121951219388
2020-01-10,2319,2020-01-10,32.75,2020-02-10,30.75,-0.061068702290076333
2020-01-10,2318,2020-01-10,93.7,2020-01-16,96.1,0.025613660618996708
2020-01-10,1044,2020-01-10,59.0,2020-01-16,62.5,0.059322033898305086
2020-01-10,1997,2020-01-10,46.2,2020-01-21,47.9,0.0367965367965367
2020-01-13,669,2020-01-13,64.2,2020-01-21,66.1,0.029595015576323852
2020-01-17,1109,2020-01-17,37.85,2020-02-10,34.0,-0.10171730515191549
2020-01-17,288,2020-01-17,8.73,2020-01-21,8.41,-0.0366552119129439
2020-01-23,688,2020-01-23,27.5,2020-02-19,27.9,0.014545454545454493
2020-01-23,151,2020-01-23,6.95,2020-02-10,6.36,-0.08489208633093523
2020-01-23,939,2020-01-23,6.44,2020-02-14,6.45,0.0015527950310558673
2020-01-23,2313,2020-01-23,113.4,2020-02-14,107.6,-0.05114638447971791
2020-01-23,27,2020-01-23,56.45,2020-02-19,56.7,0.004428697962798937
2020-01-23,2318,2020-01-23,95.25,2020-02-10,90.25,-0.05249343832020997
2020-01-23,669,2020-01-23,66.0,2020-02-10,65.6,-0.0060606060606061465
2020-01-31,288,2020-01-31,7.49,2020-02-11,7.97,0.06408544726301729
2020-01-31,16,2020-01-31,110.6,2020-02-11,113.7,0.02802893309222431
2020-02-03,101,2020-02-03,16.2,2020-02-11,17.3,0.06790123456790133
2020-02-03,1928,2020-02-03,37.4,2020-02-17,40.0,0.06951871657754015
2020-02-04,1093,2020-02-04,18.6,2020-02-11,19.28,0.03655913978494622
2020-02-04,1044,2020-02-04,56.35,2020-02-12,63.1,0.11978704525288376
2020-02-04,1177,2020-02-04,10.86,2020-02-19,11.64,0.07182320441988961
2020-02-05,2382,2020-02-05,137.0,2020-02-27,127.3,-0.07080291970802922
2020-02-05,883,2020-02-05,12.24,2020-02-10,12.08,-0.013071895424836612
2020-02-07,2,2020-02-07,81.6,2020-03-09,81.5,-0.0012254901960783617
2020-02-07,2388,2020-02-07,26.65,2020-02-19,27.6,0.035647279549718684
2020-02-07,19,2020-02-07,70.45,2020-02-19,74.2,0.053229240596167494
2020-02-07,12,2020-02-07,36.4,2020-03-09,35.6,-0.0219780219780219
2020-02-07,3,2020-02-07,15.02,2020-03-02,15.0,-0.0013315579227696122
2020-02-25,6,2020-02-25,56.8,2020-03-09,54.9,-0.03345070422535209
2020-02-28,2313,2020-02-28,97.0,2020-03-09,99.4,0.02474226804123717
2020-03-03,1044,2020-03-03,60.5,2020-03-09,60.0,-0.008264462809917356
2020-03-03,2382,2020-03-03,129.7,2020-03-09,121.5,-0.06322282189668457
2020-03-04,1093,2020-03-04,18.24,2020-03-10,18.02,-0.012061403508771868
2020-03-05,669,2020-03-05,66.75,2020-03-09,60.4,-0.09513108614232212
